SourceName;SourcePK;SourceID;TargetName;TargetPK;TargetID
vw_OrderTotals;OrderID;10405;Table_OrderCategories;LineageID;4308
vw_OrderTotals;OrderID;10406;Table_OrderCategories;LineageID;4309
vw_OrderTotals;OrderID;10407;Table_OrderCategories;LineageID;4310
vw_OrderTotals;OrderID;10408;Table_OrderCategories;LineageID;4311
vw_OrderTotals;OrderID;10409;Table_OrderCategories;LineageID;4312
vw_OrderTotals;OrderID;10410;Table_OrderCategories;LineageID;4313
vw_OrderTotals;OrderID;10411;Table_OrderCategories;LineageID;4314
vw_OrderTotals;OrderID;10412;Table_OrderCategories;LineageID;4315
vw_OrderTotals;OrderID;10413;Table_OrderCategories;LineageID;4316
vw_OrderTotals;OrderID;10414;Table_OrderCategories;LineageID;4317
vw_OrderTotals;OrderID;10415;Table_OrderCategories;LineageID;4318
vw_OrderTotals;OrderID;10416;Table_OrderCategories;LineageID;4319
vw_OrderTotals;OrderID;10417;Table_OrderCategories;LineageID;4320
vw_OrderTotals;OrderID;10418;Table_OrderCategories;LineageID;4321
vw_OrderTotals;OrderID;10419;Table_OrderCategories;LineageID;4322
vw_OrderTotals;OrderID;10420;Table_OrderCategories;LineageID;4323
vw_OrderTotals;OrderID;10421;Table_OrderCategories;LineageID;4324
vw_OrderTotals;OrderID;10422;Table_OrderCategories;LineageID;4325
vw_OrderTotals;OrderID;10423;Table_OrderCategories;LineageID;4326
vw_OrderTotals;OrderID;10424;Table_OrderCategories;LineageID;4327
vw_OrderTotals;OrderID;10425;Table_OrderCategories;LineageID;4328
vw_OrderTotals;OrderID;10426;Table_OrderCategories;LineageID;4329
vw_OrderTotals;OrderID;10427;Table_OrderCategories;LineageID;4330
vw_OrderTotals;OrderID;10428;Table_OrderCategories;LineageID;4331
vw_OrderTotals;OrderID;10429;Table_OrderCategories;LineageID;4332
vw_OrderTotals;OrderID;10430;Table_OrderCategories;LineageID;4333
vw_OrderTotals;OrderID;10431;Table_OrderCategories;LineageID;4334
vw_OrderTotals;OrderID;10432;Table_OrderCategories;LineageID;4335
vw_OrderTotals;OrderID;10433;Table_OrderCategories;LineageID;4336
vw_OrderTotals;OrderID;10434;Table_OrderCategories;LineageID;4337
vw_OrderTotals;OrderID;10435;Table_OrderCategories;LineageID;4338
vw_OrderTotals;OrderID;10436;Table_OrderCategories;LineageID;4339
vw_OrderTotals;OrderID;10437;Table_OrderCategories;LineageID;4340
vw_OrderTotals;OrderID;10438;Table_OrderCategories;LineageID;4341
vw_OrderTotals;OrderID;10439;Table_OrderCategories;LineageID;4342
vw_OrderTotals;OrderID;10440;Table_OrderCategories;LineageID;4343
vw_OrderTotals;OrderID;10441;Table_OrderCategories;LineageID;4344
vw_OrderTotals;OrderID;10442;Table_OrderCategories;LineageID;4345
vw_OrderTotals;OrderID;10443;Table_OrderCategories;LineageID;4346
vw_OrderTotals;OrderID;10444;Table_OrderCategories;LineageID;4347
vw_OrderTotals;OrderID;10445;Table_OrderCategories;LineageID;4348
vw_OrderTotals;OrderID;10446;Table_OrderCategories;LineageID;4349
vw_OrderTotals;OrderID;10447;Table_OrderCategories;LineageID;4350
vw_OrderTotals;OrderID;10448;Table_OrderCategories;LineageID;4351
vw_OrderTotals;OrderID;10449;Table_OrderCategories;LineageID;4352
vw_OrderTotals;OrderID;10450;Table_OrderCategories;LineageID;4353
vw_OrderTotals;OrderID;10451;Table_OrderCategories;LineageID;4354
vw_OrderTotals;OrderID;10452;Table_OrderCategories;LineageID;4355
vw_OrderTotals;OrderID;10453;Table_OrderCategories;LineageID;4356
vw_OrderTotals;OrderID;10454;Table_OrderCategories;LineageID;4357
vw_OrderTotals;OrderID;10455;Table_OrderCategories;LineageID;4358
vw_OrderTotals;OrderID;10456;Table_OrderCategories;LineageID;4359
vw_OrderTotals;OrderID;10457;Table_OrderCategories;LineageID;4360
vw_OrderTotals;OrderID;10458;Table_OrderCategories;LineageID;4361
vw_OrderTotals;OrderID;10459;Table_OrderCategories;LineageID;4362
vw_OrderTotals;OrderID;10460;Table_OrderCategories;LineageID;4363
vw_OrderTotals;OrderID;10461;Table_OrderCategories;LineageID;4364
vw_OrderTotals;OrderID;10462;Table_OrderCategories;LineageID;4365
vw_OrderTotals;OrderID;10463;Table_OrderCategories;LineageID;4366
vw_OrderTotals;OrderID;10464;Table_OrderCategories;LineageID;4367
vw_OrderTotals;OrderID;10465;Table_OrderCategories;LineageID;4368
vw_OrderTotals;OrderID;10466;Table_OrderCategories;LineageID;4369
vw_OrderTotals;OrderID;10467;Table_OrderCategories;LineageID;4370
vw_OrderTotals;OrderID;10468;Table_OrderCategories;LineageID;4371
vw_OrderTotals;OrderID;10469;Table_OrderCategories;LineageID;4372
vw_OrderTotals;OrderID;10470;Table_OrderCategories;LineageID;4373
vw_OrderTotals;OrderID;10471;Table_OrderCategories;LineageID;4374
vw_OrderTotals;OrderID;10472;Table_OrderCategories;LineageID;4375
vw_OrderTotals;OrderID;10473;Table_OrderCategories;LineageID;4376
vw_OrderTotals;OrderID;10474;Table_OrderCategories;LineageID;4377
vw_OrderTotals;OrderID;10475;Table_OrderCategories;LineageID;4378
vw_OrderTotals;OrderID;10476;Table_OrderCategories;LineageID;4379
vw_OrderTotals;OrderID;10477;Table_OrderCategories;LineageID;4380
vw_OrderTotals;OrderID;10478;Table_OrderCategories;LineageID;4381
vw_OrderTotals;OrderID;10479;Table_OrderCategories;LineageID;4382
vw_OrderTotals;OrderID;10480;Table_OrderCategories;LineageID;4383
vw_OrderTotals;OrderID;10481;Table_OrderCategories;LineageID;4384
vw_OrderTotals;OrderID;10482;Table_OrderCategories;LineageID;4385
vw_OrderTotals;OrderID;10483;Table_OrderCategories;LineageID;4386
vw_OrderTotals;OrderID;10484;Table_OrderCategories;LineageID;4387
vw_OrderTotals;OrderID;10485;Table_OrderCategories;LineageID;4388
vw_OrderTotals;OrderID;10486;Table_OrderCategories;LineageID;4389
vw_OrderTotals;OrderID;10487;Table_OrderCategories;LineageID;4390
vw_OrderTotals;OrderID;10488;Table_OrderCategories;LineageID;4391
vw_OrderTotals;OrderID;10489;Table_OrderCategories;LineageID;4392
vw_OrderTotals;OrderID;10490;Table_OrderCategories;LineageID;4393
vw_OrderTotals;OrderID;10491;Table_OrderCategories;LineageID;4394
vw_OrderTotals;OrderID;10492;Table_OrderCategories;LineageID;4395
vw_OrderTotals;OrderID;10493;Table_OrderCategories;LineageID;4396
vw_OrderTotals;OrderID;10494;Table_OrderCategories;LineageID;4397
vw_OrderTotals;OrderID;10495;Table_OrderCategories;LineageID;4398
vw_OrderTotals;OrderID;10496;Table_OrderCategories;LineageID;4399
vw_OrderTotals;OrderID;10497;Table_OrderCategories;LineageID;4400
vw_OrderTotals;OrderID;10498;Table_OrderCategories;LineageID;4401
vw_OrderTotals;OrderID;10499;Table_OrderCategories;LineageID;4402
vw_OrderTotals;OrderID;10500;Table_OrderCategories;LineageID;4403
vw_OrderTotals;OrderID;10501;Table_OrderCategories;LineageID;4404
vw_OrderTotals;OrderID;10502;Table_OrderCategories;LineageID;4405
vw_OrderTotals;OrderID;10503;Table_OrderCategories;LineageID;4406
vw_OrderTotals;OrderID;10504;Table_OrderCategories;LineageID;4407
vw_OrderTotals;OrderID;10505;Table_OrderCategories;LineageID;4408
vw_OrderTotals;OrderID;10506;Table_OrderCategories;LineageID;4409
vw_OrderTotals;OrderID;10507;Table_OrderCategories;LineageID;4410
vw_OrderTotals;OrderID;10508;Table_OrderCategories;LineageID;4411
vw_OrderTotals;OrderID;10509;Table_OrderCategories;LineageID;4412
vw_OrderTotals;OrderID;10510;Table_OrderCategories;LineageID;4413
vw_OrderTotals;OrderID;10511;Table_OrderCategories;LineageID;4414
vw_OrderTotals;OrderID;10512;Table_OrderCategories;LineageID;4415
vw_OrderTotals;OrderID;10513;Table_OrderCategories;LineageID;4416
vw_OrderTotals;OrderID;10514;Table_OrderCategories;LineageID;4417
vw_OrderTotals;OrderID;10515;Table_OrderCategories;LineageID;4418
vw_OrderTotals;OrderID;10516;Table_OrderCategories;LineageID;4419
vw_OrderTotals;OrderID;10517;Table_OrderCategories;LineageID;4420
vw_OrderTotals;OrderID;10518;Table_OrderCategories;LineageID;4421
vw_OrderTotals;OrderID;10519;Table_OrderCategories;LineageID;4422
vw_OrderTotals;OrderID;10520;Table_OrderCategories;LineageID;4423
vw_OrderTotals;OrderID;10521;Table_OrderCategories;LineageID;4424
vw_OrderTotals;OrderID;10522;Table_OrderCategories;LineageID;4425
vw_OrderTotals;OrderID;10523;Table_OrderCategories;LineageID;4426
vw_OrderTotals;OrderID;10524;Table_OrderCategories;LineageID;4427
vw_OrderTotals;OrderID;10525;Table_OrderCategories;LineageID;4428
vw_OrderTotals;OrderID;10526;Table_OrderCategories;LineageID;4429
vw_OrderTotals;OrderID;10527;Table_OrderCategories;LineageID;4430
vw_OrderTotals;OrderID;10528;Table_OrderCategories;LineageID;4431
vw_OrderTotals;OrderID;10529;Table_OrderCategories;LineageID;4432
vw_OrderTotals;OrderID;10530;Table_OrderCategories;LineageID;4433
vw_OrderTotals;OrderID;10531;Table_OrderCategories;LineageID;4434
vw_OrderTotals;OrderID;10532;Table_OrderCategories;LineageID;4435
vw_OrderTotals;OrderID;10533;Table_OrderCategories;LineageID;4436
vw_OrderTotals;OrderID;10534;Table_OrderCategories;LineageID;4437
vw_OrderTotals;OrderID;10535;Table_OrderCategories;LineageID;4438
vw_OrderTotals;OrderID;10536;Table_OrderCategories;LineageID;4439
vw_OrderTotals;OrderID;10537;Table_OrderCategories;LineageID;4440
vw_OrderTotals;OrderID;10538;Table_OrderCategories;LineageID;4441
vw_OrderTotals;OrderID;10539;Table_OrderCategories;LineageID;4442
vw_OrderTotals;OrderID;10540;Table_OrderCategories;LineageID;4443
vw_OrderTotals;OrderID;10541;Table_OrderCategories;LineageID;4444
vw_OrderTotals;OrderID;10542;Table_OrderCategories;LineageID;4445
vw_OrderTotals;OrderID;10543;Table_OrderCategories;LineageID;4446
vw_OrderTotals;OrderID;10544;Table_OrderCategories;LineageID;4447
vw_OrderTotals;OrderID;10545;Table_OrderCategories;LineageID;4448
vw_OrderTotals;OrderID;10546;Table_OrderCategories;LineageID;4449
vw_OrderTotals;OrderID;10547;Table_OrderCategories;LineageID;4450
vw_OrderTotals;OrderID;10548;Table_OrderCategories;LineageID;4451
vw_OrderTotals;OrderID;10549;Table_OrderCategories;LineageID;4452
vw_OrderTotals;OrderID;10550;Table_OrderCategories;LineageID;4453
vw_OrderTotals;OrderID;10551;Table_OrderCategories;LineageID;4454
vw_OrderTotals;OrderID;10552;Table_OrderCategories;LineageID;4455
vw_OrderTotals;OrderID;10553;Table_OrderCategories;LineageID;4456
vw_OrderTotals;OrderID;10554;Table_OrderCategories;LineageID;4457
vw_OrderTotals;OrderID;10555;Table_OrderCategories;LineageID;4458
vw_OrderTotals;OrderID;10556;Table_OrderCategories;LineageID;4459
vw_OrderTotals;OrderID;10557;Table_OrderCategories;LineageID;4460
vw_OrderTotals;OrderID;10558;Table_OrderCategories;LineageID;4461
vw_OrderTotals;OrderID;10559;Table_OrderCategories;LineageID;4462
vw_OrderTotals;OrderID;10560;Table_OrderCategories;LineageID;4463
vw_OrderTotals;OrderID;10561;Table_OrderCategories;LineageID;4464
vw_OrderTotals;OrderID;10562;Table_OrderCategories;LineageID;4465
vw_OrderTotals;OrderID;10563;Table_OrderCategories;LineageID;4466
vw_OrderTotals;OrderID;10564;Table_OrderCategories;LineageID;4467
vw_OrderTotals;OrderID;10565;Table_OrderCategories;LineageID;4468
vw_OrderTotals;OrderID;10566;Table_OrderCategories;LineageID;4469
vw_OrderTotals;OrderID;10567;Table_OrderCategories;LineageID;4470
vw_OrderTotals;OrderID;10568;Table_OrderCategories;LineageID;4471
vw_OrderTotals;OrderID;10569;Table_OrderCategories;LineageID;4472
vw_OrderTotals;OrderID;10570;Table_OrderCategories;LineageID;4473
vw_OrderTotals;OrderID;10571;Table_OrderCategories;LineageID;4474
vw_OrderTotals;OrderID;10572;Table_OrderCategories;LineageID;4475
vw_OrderTotals;OrderID;10573;Table_OrderCategories;LineageID;4476
vw_OrderTotals;OrderID;10574;Table_OrderCategories;LineageID;4477
vw_OrderTotals;OrderID;10575;Table_OrderCategories;LineageID;4478
vw_OrderTotals;OrderID;10576;Table_OrderCategories;LineageID;4479
vw_OrderTotals;OrderID;10577;Table_OrderCategories;LineageID;4480
vw_OrderTotals;OrderID;10578;Table_OrderCategories;LineageID;4481
vw_OrderTotals;OrderID;10579;Table_OrderCategories;LineageID;4482
vw_OrderTotals;OrderID;10580;Table_OrderCategories;LineageID;4483
vw_OrderTotals;OrderID;10581;Table_OrderCategories;LineageID;4484
vw_OrderTotals;OrderID;10582;Table_OrderCategories;LineageID;4485
vw_OrderTotals;OrderID;10583;Table_OrderCategories;LineageID;4486
vw_OrderTotals;OrderID;10584;Table_OrderCategories;LineageID;4487
vw_OrderTotals;OrderID;10585;Table_OrderCategories;LineageID;4488
vw_OrderTotals;OrderID;10586;Table_OrderCategories;LineageID;4489
vw_OrderTotals;OrderID;10587;Table_OrderCategories;LineageID;4490
vw_OrderTotals;OrderID;10588;Table_OrderCategories;LineageID;4491
vw_OrderTotals;OrderID;10589;Table_OrderCategories;LineageID;4492
vw_OrderTotals;OrderID;10590;Table_OrderCategories;LineageID;4493
vw_OrderTotals;OrderID;10591;Table_OrderCategories;LineageID;4494
vw_OrderTotals;OrderID;10592;Table_OrderCategories;LineageID;4495
vw_OrderTotals;OrderID;10593;Table_OrderCategories;LineageID;4496
vw_OrderTotals;OrderID;10594;Table_OrderCategories;LineageID;4497
vw_OrderTotals;OrderID;10595;Table_OrderCategories;LineageID;4498
vw_OrderTotals;OrderID;10596;Table_OrderCategories;LineageID;4499
vw_OrderTotals;OrderID;10597;Table_OrderCategories;LineageID;4500
vw_OrderTotals;OrderID;10598;Table_OrderCategories;LineageID;4501
vw_OrderTotals;OrderID;10599;Table_OrderCategories;LineageID;4502
vw_OrderTotals;OrderID;10600;Table_OrderCategories;LineageID;4503
vw_OrderTotals;OrderID;10601;Table_OrderCategories;LineageID;4504
vw_OrderTotals;OrderID;10602;Table_OrderCategories;LineageID;4505
vw_OrderTotals;OrderID;10603;Table_OrderCategories;LineageID;4506
vw_OrderTotals;OrderID;10604;Table_OrderCategories;LineageID;4507
vw_OrderTotals;OrderID;10605;Table_OrderCategories;LineageID;4508
vw_OrderTotals;OrderID;10606;Table_OrderCategories;LineageID;4509
vw_OrderTotals;OrderID;10607;Table_OrderCategories;LineageID;4510
vw_OrderTotals;OrderID;10608;Table_OrderCategories;LineageID;4511
vw_OrderTotals;OrderID;10609;Table_OrderCategories;LineageID;4512
vw_OrderTotals;OrderID;10610;Table_OrderCategories;LineageID;4513
vw_OrderTotals;OrderID;10611;Table_OrderCategories;LineageID;4514
vw_OrderTotals;OrderID;10612;Table_OrderCategories;LineageID;4515
vw_OrderTotals;OrderID;10613;Table_OrderCategories;LineageID;4516
vw_OrderTotals;OrderID;10614;Table_OrderCategories;LineageID;4517
