SyncID;OrderRef;SyncStatus
922;10373;Newly_Synced
923;10374;Newly_Synced
924;10375;Newly_Synced
925;10376;Newly_Synced
926;10377;Newly_Synced
927;10378;Newly_Synced
928;10379;Newly_Synced
929;10380;Newly_Synced
930;10381;Newly_Synced
931;10382;Newly_Synced
932;10383;Newly_Synced
933;10384;Newly_Synced
934;10385;Newly_Synced
935;10386;Newly_Synced
936;10387;Newly_Synced
937;10388;Newly_Synced
938;10389;Newly_Synced
939;10390;Newly_Synced
940;10391;Newly_Synced
941;10392;Newly_Synced
942;10393;Newly_Synced
943;10394;Newly_Synced
944;10395;Newly_Synced
945;10396;Newly_Synced
946;10397;Newly_Synced
947;10398;Newly_Synced
948;10399;Newly_Synced
949;10400;Newly_Synced
950;10401;Newly_Synced
951;10402;Newly_Synced
952;10403;Newly_Synced
953;10404;Newly_Synced
954;10405;Newly_Synced
955;10406;Newly_Synced
956;10407;Newly_Synced
957;10408;Newly_Synced
958;10409;Newly_Synced
959;10410;Newly_Synced
960;10411;Newly_Synced
961;10412;Newly_Synced
962;10413;Newly_Synced
963;10414;Newly_Synced
964;10415;Newly_Synced
965;10416;Newly_Synced
966;10417;Newly_Synced
967;10418;Newly_Synced
968;10419;Newly_Synced
969;10420;Newly_Synced
970;10421;Newly_Synced
971;10422;Newly_Synced
972;10423;Newly_Synced
973;10424;Newly_Synced
974;10425;Newly_Synced
975;10426;Newly_Synced
976;10427;Newly_Synced
977;10428;Newly_Synced
978;10429;Newly_Synced
979;10430;Newly_Synced
980;10431;Newly_Synced
981;10432;Newly_Synced
982;10433;Newly_Synced
983;10434;Newly_Synced
984;10435;Newly_Synced
985;10436;Newly_Synced
986;10437;Newly_Synced
987;10438;Newly_Synced
988;10439;Newly_Synced
989;10440;Newly_Synced
990;10441;Newly_Synced
991;10442;Newly_Synced
992;10443;Newly_Synced
993;10444;Newly_Synced
994;10445;Newly_Synced
995;10446;Newly_Synced
996;10447;Newly_Synced
997;10448;Newly_Synced
998;10449;Newly_Synced
999;10450;Newly_Synced
1000;10451;Newly_Synced
1001;10452;Newly_Synced
1002;10453;Newly_Synced
1003;10454;Newly_Synced
1004;10455;Newly_Synced
1005;10456;Newly_Synced
1006;10457;Newly_Synced
1007;10458;Newly_Synced
1008;10459;Newly_Synced
1009;10460;Newly_Synced
1010;10461;Newly_Synced
1011;10462;Newly_Synced
1012;10463;Newly_Synced
1013;10464;Newly_Synced
1014;10465;Newly_Synced
1015;10466;Newly_Synced
1016;10467;Newly_Synced
1017;10468;Newly_Synced
1018;10469;Newly_Synced
1019;10470;Newly_Synced
1020;10471;Newly_Synced
1021;10472;Newly_Synced
1022;10473;Newly_Synced
1023;10474;Newly_Synced
1024;10475;Newly_Synced
1025;10476;Newly_Synced
1026;10477;Newly_Synced
1027;10478;Newly_Synced
1028;10479;Newly_Synced
1029;10480;Newly_Synced
1030;10481;Newly_Synced
1031;10482;Newly_Synced
1032;10483;Newly_Synced
1033;10484;Newly_Synced
1034;10485;Newly_Synced
1035;10486;Newly_Synced
1036;10487;Newly_Synced
1037;10488;Newly_Synced
1038;10489;Newly_Synced
1039;10490;Newly_Synced
1040;10491;Newly_Synced
1041;10492;Newly_Synced
1042;10493;Newly_Synced
1043;10494;Newly_Synced
1044;10495;Newly_Synced
1045;10496;Newly_Synced
1046;10497;Newly_Synced
1047;10498;Newly_Synced
1048;10499;Newly_Synced
1049;10500;Newly_Synced
1050;10501;Newly_Synced
1051;10502;Newly_Synced
1052;10503;Newly_Synced
1053;10504;Newly_Synced
1054;10505;Newly_Synced
1055;10506;Newly_Synced
1056;10507;Newly_Synced
1057;10508;Newly_Synced
1058;10509;Newly_Synced
1059;10510;Newly_Synced
1060;10511;Newly_Synced
1061;10512;Newly_Synced
1062;10513;Newly_Synced
1063;10514;Newly_Synced
1064;10515;Newly_Synced
1065;10516;Newly_Synced
1066;10517;Newly_Synced
1067;10518;Newly_Synced
1068;10519;Newly_Synced
1069;10520;Newly_Synced
1070;10521;Newly_Synced
1071;10522;Newly_Synced
1072;10523;Newly_Synced
1073;10524;Newly_Synced
1074;10525;Newly_Synced
1075;10526;Newly_Synced
1076;10527;Newly_Synced
1077;10528;Newly_Synced
1078;10529;Newly_Synced
1079;10530;Newly_Synced
1080;10531;Newly_Synced
1081;10532;Newly_Synced
1082;10533;Newly_Synced
1083;10534;Newly_Synced
1084;10535;Newly_Synced
1085;10536;Newly_Synced
1086;10537;Newly_Synced
1087;10538;Newly_Synced
1088;10539;Newly_Synced
1089;10540;Newly_Synced
1090;10541;Newly_Synced
1091;10542;Newly_Synced
1092;10543;Newly_Synced
1093;10544;Newly_Synced
1094;10545;Newly_Synced
1095;10546;Newly_Synced
1096;10547;Newly_Synced
1097;10548;Newly_Synced
1098;10549;Newly_Synced
1099;10550;Newly_Synced
1100;10551;Newly_Synced
1101;10552;Newly_Synced
1102;10553;Newly_Synced
1103;10554;Newly_Synced
1104;10555;Newly_Synced
1105;10556;Newly_Synced
1106;10557;Newly_Synced
1107;10558;Newly_Synced
1108;10559;Newly_Synced
1109;10560;Newly_Synced
1110;10561;Newly_Synced
1111;10562;Newly_Synced
1112;10563;Newly_Synced
1113;10564;Newly_Synced
1114;10565;Newly_Synced
1115;10566;Newly_Synced
1116;10567;Newly_Synced
1117;10568;Newly_Synced
1118;10569;Newly_Synced
1119;10570;Newly_Synced
1120;10571;Newly_Synced
1121;10572;Newly_Synced
1122;10573;Newly_Synced
1123;10574;Newly_Synced
1124;10575;Newly_Synced
1125;10576;Newly_Synced
1126;10577;Newly_Synced
1127;10578;Newly_Synced
1128;10579;Newly_Synced
1129;10580;Newly_Synced
1130;10581;Newly_Synced
1131;10582;Newly_Synced
1132;10583;Newly_Synced
1133;10584;Newly_Synced
1134;10585;Newly_Synced
1135;10586;Newly_Synced
1136;10587;Newly_Synced
1137;10588;Newly_Synced
1138;10589;Newly_Synced
1139;10590;Newly_Synced
1140;10591;Newly_Synced
1141;10592;Newly_Synced
1142;10593;Newly_Synced
1143;10594;Newly_Synced
1144;10595;Newly_Synced
1145;10596;Newly_Synced
1146;10597;Newly_Synced
1147;10598;Newly_Synced
1148;10599;Newly_Synced
1149;10600;Newly_Synced
1150;10601;Newly_Synced
1151;10602;Newly_Synced
1152;10603;Newly_Synced
1153;10604;Newly_Synced
1154;10605;Newly_Synced
1155;10606;Newly_Synced
1156;10607;Newly_Synced
1157;10608;Newly_Synced
1158;10609;Newly_Synced
1159;10610;Newly_Synced
1160;10611;Newly_Synced
1161;10612;Newly_Synced
1162;10613;Newly_Synced
1163;10614;Newly_Synced
1164;10615;Newly_Synced
1165;10616;Newly_Synced
1166;10617;Newly_Synced
1167;10618;Newly_Synced
1168;10619;Newly_Synced
1169;10620;Newly_Synced
1170;10621;Newly_Synced
1171;10622;Newly_Synced
1172;10623;Newly_Synced
1173;10624;Newly_Synced
1174;10625;Newly_Synced
1175;10626;Newly_Synced
1176;10627;Newly_Synced
1177;10628;Newly_Synced
1178;10629;Newly_Synced
1179;10630;Newly_Synced
1180;10631;Newly_Synced
1181;10632;Newly_Synced
1182;10633;Newly_Synced
1183;10634;Newly_Synced
1184;10635;Newly_Synced
1185;10636;Newly_Synced
1186;10637;Newly_Synced
1187;10638;Newly_Synced
1188;10639;Newly_Synced
1189;10640;Newly_Synced
1190;10641;Newly_Synced
1191;10642;Newly_Synced
1192;10643;Newly_Synced
1193;10644;Newly_Synced
1194;10645;Newly_Synced
1195;10646;Newly_Synced
1196;10647;Newly_Synced
1197;10648;Newly_Synced
1198;10649;Newly_Synced
1199;10650;Newly_Synced
1200;10651;Newly_Synced
1201;10652;Newly_Synced
1202;10653;Newly_Synced
1203;10654;Newly_Synced
1204;10655;Newly_Synced
1205;10656;Newly_Synced
1206;10657;Newly_Synced
1207;10658;Newly_Synced
1208;10659;Newly_Synced
1209;10660;Newly_Synced
1210;10661;Newly_Synced
1211;10662;Newly_Synced
1212;10663;Newly_Synced
1213;10664;Newly_Synced
1214;10665;Newly_Synced
1215;10666;Newly_Synced
1216;10667;Newly_Synced
1217;10668;Newly_Synced
1218;10669;Newly_Synced
1219;10670;Newly_Synced
1220;10671;Newly_Synced
1221;10672;Newly_Synced
1222;10673;Newly_Synced
1223;10674;Newly_Synced
1224;10675;Newly_Synced
1225;10676;Newly_Synced
1226;10677;Newly_Synced
1227;10678;Newly_Synced
1228;10679;Newly_Synced
1229;10680;Newly_Synced
1230;10681;Newly_Synced
1231;10682;Newly_Synced
1232;10683;Newly_Synced
1233;10684;Newly_Synced
1234;10685;Newly_Synced
1235;10686;Newly_Synced
1236;10687;Newly_Synced
1237;10688;Newly_Synced
1238;10689;Newly_Synced
1239;10690;Newly_Synced
1240;10691;Newly_Synced
1241;10692;Newly_Synced
1242;10693;Newly_Synced
1243;10694;Newly_Synced
1244;10695;Newly_Synced
1245;10696;Newly_Synced
1246;10697;Newly_Synced
1247;10698;Newly_Synced
1248;10699;Newly_Synced
1249;10700;Newly_Synced
1250;10701;Newly_Synced
1251;10702;Newly_Synced
1252;10703;Newly_Synced
1253;10704;Newly_Synced
1254;10705;Newly_Synced
1255;10706;Newly_Synced
1256;10707;Newly_Synced
1257;10708;Newly_Synced
1258;10709;Newly_Synced
1259;10710;Newly_Synced
1260;10711;Newly_Synced
1261;10712;Newly_Synced
1262;10713;Newly_Synced
1263;10714;Newly_Synced
1264;10715;Newly_Synced
1265;10716;Newly_Synced
1266;10717;Newly_Synced
1267;10718;Newly_Synced
1268;10719;Newly_Synced
1269;10720;Newly_Synced
1270;10721;Newly_Synced
1271;10722;Newly_Synced
1272;10723;Newly_Synced
1273;10724;Newly_Synced
1274;10725;Newly_Synced
1275;10726;Newly_Synced
1276;10727;Newly_Synced
1277;10728;Newly_Synced
1278;10729;Newly_Synced
1279;10730;Newly_Synced
1280;10731;Newly_Synced
1281;10732;Newly_Synced
1282;10733;Newly_Synced
1283;10734;Newly_Synced
1284;10735;Newly_Synced
1285;10736;Newly_Synced
1286;10737;Newly_Synced
1287;10738;Newly_Synced
1288;10739;Newly_Synced
1289;10740;Newly_Synced
1290;10741;Newly_Synced
1291;10742;Newly_Synced
1292;10743;Newly_Synced
1293;10744;Newly_Synced
1294;10745;Newly_Synced
1295;10746;Newly_Synced
1296;10747;Newly_Synced
1297;10748;Newly_Synced
1298;10749;Newly_Synced
1299;10750;Newly_Synced
1300;10751;Newly_Synced
1301;10752;Newly_Synced
1302;10753;Newly_Synced
1303;10754;Newly_Synced
1304;10755;Newly_Synced
1305;10756;Newly_Synced
1306;10757;Newly_Synced
1307;10758;Newly_Synced
1308;10759;Newly_Synced
1309;10760;Newly_Synced
1310;10761;Newly_Synced
1311;10762;Newly_Synced
1312;10763;Newly_Synced
1313;10764;Newly_Synced
1314;10765;Newly_Synced
1315;10766;Newly_Synced
1316;10767;Newly_Synced
1317;10768;Newly_Synced
1318;10769;Newly_Synced
1319;10770;Newly_Synced
1320;10771;Newly_Synced
1321;10772;Newly_Synced
1322;10773;Newly_Synced
1323;10774;Newly_Synced
1324;10775;Newly_Synced
1325;10776;Newly_Synced
1326;10777;Newly_Synced
1327;10778;Newly_Synced
1328;10779;Newly_Synced
1329;10780;Newly_Synced
1330;10781;Newly_Synced
1331;10782;Newly_Synced
1332;10783;Newly_Synced
1333;10784;Newly_Synced
1334;10785;Newly_Synced
1335;10786;Newly_Synced
1336;10787;Newly_Synced
1337;10788;Newly_Synced
1338;10789;Newly_Synced
1339;10790;Newly_Synced
1340;10791;Newly_Synced
1341;10792;Newly_Synced
1342;10793;Newly_Synced
1343;10794;Newly_Synced
1344;10795;Newly_Synced
1345;10796;Newly_Synced
1346;10797;Newly_Synced
1347;10798;Newly_Synced
1348;10799;Newly_Synced
1349;10800;Newly_Synced
1350;10801;Newly_Synced
1351;10802;Newly_Synced
1352;10803;Newly_Synced
1353;10804;Newly_Synced
1354;10805;Newly_Synced
1355;10806;Newly_Synced
1356;10807;Newly_Synced
1357;10808;Newly_Synced
1358;10809;Newly_Synced
1359;10810;Newly_Synced
1360;10811;Newly_Synced
1361;10812;Newly_Synced
1362;10813;Newly_Synced
1363;10814;Newly_Synced
1364;10815;Newly_Synced
1365;10816;Newly_Synced
1366;10817;Newly_Synced
1367;10818;Newly_Synced
1368;10819;Newly_Synced
1369;10820;Newly_Synced
1370;10821;Newly_Synced
1371;10822;Newly_Synced
1372;10823;Newly_Synced
1373;10824;Newly_Synced
1374;10825;Newly_Synced
1375;10826;Newly_Synced
1376;10827;Newly_Synced
1377;10828;Newly_Synced
1378;10829;Newly_Synced
1379;10830;Newly_Synced
1380;10831;Newly_Synced
1381;10832;Newly_Synced
1382;10833;Newly_Synced
1383;10834;Newly_Synced
1384;10835;Newly_Synced
1385;10836;Newly_Synced
1386;10837;Newly_Synced
1387;10838;Newly_Synced
1388;10839;Newly_Synced
1389;10840;Newly_Synced
1390;10841;Newly_Synced
1391;10842;Newly_Synced
1392;10843;Newly_Synced
1393;10844;Newly_Synced
1394;10845;Newly_Synced
1395;10846;Newly_Synced
1396;10847;Newly_Synced
1397;10848;Newly_Synced
1398;10849;Newly_Synced
1399;10850;Newly_Synced
1400;10851;Newly_Synced
1401;10852;Newly_Synced
1402;10853;Newly_Synced
1403;10854;Newly_Synced
1404;10855;Newly_Synced
1405;10856;Newly_Synced
1406;10857;Newly_Synced
1407;10858;Newly_Synced
1408;10859;Newly_Synced
1409;10860;Newly_Synced
1410;10861;Newly_Synced
1411;10862;Newly_Synced
1412;10863;Newly_Synced
1413;10864;Newly_Synced
1414;10865;Newly_Synced
1415;10866;Newly_Synced
1416;10867;Newly_Synced
1417;10868;Newly_Synced
1418;10869;Newly_Synced
1419;10870;Newly_Synced
1420;10871;Newly_Synced
1421;10872;Newly_Synced
1422;10873;Newly_Synced
1423;10874;Newly_Synced
1424;10875;Newly_Synced
1425;10876;Newly_Synced
1426;10877;Newly_Synced
1427;10878;Newly_Synced
1428;10879;Newly_Synced
1429;10880;Newly_Synced
1430;10881;Newly_Synced
1431;10882;Newly_Synced
1432;10883;Newly_Synced
1433;10884;Newly_Synced
1434;10885;Newly_Synced
1435;10886;Newly_Synced
1436;10887;Newly_Synced
1437;10888;Newly_Synced
1438;10889;Newly_Synced
1439;10890;Newly_Synced
1440;10891;Newly_Synced
1441;10892;Newly_Synced
1442;10893;Newly_Synced
1443;10894;Newly_Synced
1444;10895;Newly_Synced
1445;10896;Newly_Synced
1446;10897;Newly_Synced
1447;10898;Newly_Synced
1448;10899;Newly_Synced
1449;10900;Newly_Synced
1450;10901;Newly_Synced
1451;10902;Newly_Synced
1452;10903;Newly_Synced
1453;10904;Newly_Synced
1454;10905;Newly_Synced
1455;10906;Newly_Synced
1456;10907;Newly_Synced
1457;10908;Newly_Synced
1458;10909;Newly_Synced
1459;10910;Newly_Synced
1460;10911;Newly_Synced
1461;10912;Newly_Synced
1462;10913;Newly_Synced
1463;10914;Newly_Synced
1464;10915;Newly_Synced
1465;10916;Newly_Synced
1466;10917;Newly_Synced
1467;10918;Newly_Synced
1468;10919;Newly_Synced
1469;10920;Newly_Synced
1470;10921;Newly_Synced
1471;10922;Newly_Synced
1472;10923;Newly_Synced
1473;10924;Newly_Synced
1474;10925;Newly_Synced
1475;10926;Newly_Synced
1476;10927;Newly_Synced
1477;10928;Newly_Synced
1478;10929;Newly_Synced
1479;10930;Newly_Synced
1480;10931;Newly_Synced
1481;10932;Newly_Synced
1482;10933;Newly_Synced
1483;10934;Newly_Synced
1484;10935;Newly_Synced
1485;10936;Newly_Synced
1486;10937;Newly_Synced
1487;10938;Newly_Synced
1488;10939;Newly_Synced
1489;10940;Newly_Synced
1490;10941;Newly_Synced
1491;10942;Newly_Synced
1492;10943;Newly_Synced
1493;10944;Newly_Synced
1494;10945;Newly_Synced
1495;10946;Newly_Synced
1496;10947;Newly_Synced
1497;10948;Newly_Synced
1498;10949;Newly_Synced
1499;10950;Newly_Synced
1500;10951;Newly_Synced
1501;10952;Newly_Synced
1502;10953;Newly_Synced
1503;10954;Newly_Synced
1504;10955;Newly_Synced
1505;10956;Newly_Synced
1506;10957;Newly_Synced
1507;10958;Newly_Synced
1508;10959;Newly_Synced
1509;10960;Newly_Synced
1510;10961;Newly_Synced
1511;10962;Newly_Synced
1512;10963;Newly_Synced
1513;10964;Newly_Synced
1514;10965;Newly_Synced
1515;10966;Newly_Synced
1516;10967;Newly_Synced
1517;10968;Newly_Synced
1518;10969;Newly_Synced
1519;10970;Newly_Synced
1520;10971;Newly_Synced
1521;10972;Newly_Synced
1522;10973;Newly_Synced
1523;10974;Newly_Synced
1524;10975;Newly_Synced
1525;10976;Newly_Synced
1526;10977;Newly_Synced
1527;10978;Newly_Synced
1528;10979;Newly_Synced
1529;10980;Newly_Synced
1530;10981;Newly_Synced
1531;10982;Newly_Synced
1532;10983;Newly_Synced
1533;10984;Newly_Synced
1534;10985;Newly_Synced
1535;10986;Newly_Synced
1536;10987;Newly_Synced
1537;10988;Newly_Synced
1538;10989;Newly_Synced
1539;10990;Newly_Synced
1540;10991;Newly_Synced
1541;10992;Newly_Synced
1542;10993;Newly_Synced
1543;10994;Newly_Synced
1544;10995;Newly_Synced
1545;10996;Newly_Synced
1546;10997;Newly_Synced
1547;10998;Newly_Synced
1548;10999;Newly_Synced
1549;11000;Newly_Synced
1550;11001;Newly_Synced
1551;11002;Newly_Synced
1552;11003;Newly_Synced
1553;11004;Newly_Synced
1554;11005;Newly_Synced
1555;11006;Newly_Synced
1556;11007;Newly_Synced
1557;11008;Newly_Synced
1558;11009;Newly_Synced
1559;11010;Newly_Synced
1560;11011;Newly_Synced
1561;11012;Newly_Synced
1562;11013;Newly_Synced
1563;11014;Newly_Synced
1564;11015;Newly_Synced
1565;11016;Newly_Synced
1566;11017;Newly_Synced
1567;11018;Newly_Synced
1568;11019;Newly_Synced
1569;11020;Newly_Synced
1570;11021;Newly_Synced
1571;11022;Newly_Synced
1572;11023;Newly_Synced
1573;11024;Newly_Synced
1574;11025;Newly_Synced
1575;11026;Newly_Synced
1576;11027;Newly_Synced
1577;11028;Newly_Synced
1578;11029;Newly_Synced
1579;11030;Newly_Synced
1580;11031;Newly_Synced
1581;11032;Newly_Synced
1582;11033;Newly_Synced
1583;11034;Newly_Synced
1584;11035;Newly_Synced
1585;11036;Newly_Synced
1586;11037;Newly_Synced
1587;11038;Newly_Synced
1588;11039;Newly_Synced
1589;11040;Newly_Synced
1590;11041;Newly_Synced
1591;11042;Newly_Synced
1592;11043;Newly_Synced
1593;11044;Newly_Synced
1594;11045;Newly_Synced
1595;11046;Newly_Synced
1596;11047;Newly_Synced
1597;11048;Newly_Synced
1598;11049;Newly_Synced
1599;11050;Newly_Synced
1600;11051;Newly_Synced
1601;11052;Newly_Synced
1602;11053;Newly_Synced
1603;11054;Newly_Synced
1604;11055;Newly_Synced
1605;11056;Newly_Synced
1606;11057;Newly_Synced
1607;11058;Newly_Synced
1608;11059;Newly_Synced
1609;11060;Newly_Synced
1610;11061;Newly_Synced
1611;11062;Newly_Synced
1612;11063;Newly_Synced
1613;11064;Newly_Synced
1614;11065;Newly_Synced
1615;11066;Newly_Synced
1616;11067;Newly_Synced
1617;11068;Newly_Synced
1618;11069;Newly_Synced
1619;11070;Newly_Synced
1620;11071;Newly_Synced
1621;11072;Newly_Synced
1622;11073;Newly_Synced
1623;11074;Newly_Synced
1624;11075;Newly_Synced
1625;11076;Newly_Synced
1626;11077;Newly_Synced
