OrderID;ProductID;ProductName;LineItemTotal;ShippedDate;ShipCountry
10312;28;Rössle Sauerkraut;145.6000;1996-10-03 00:00:00;Germany
10312;43;Ipoh Coffee;883.2000;1996-10-03 00:00:00;Germany
10312;53;Perth Pasties;524.0000;1996-10-03 00:00:00;Germany
10312;75;Rhönbräu Klosterbier;62.0000;1996-10-03 00:00:00;Germany
10313;36;Inlagd Sill;182.4000;1996-10-04 00:00:00;Germany
10314;32;Mascarpone Fabioli;1024.0000;1996-10-04 00:00:00;USA
10314;58;Escargots de Bourgogne;318.0000;1996-10-04 00:00:00;USA
10314;62;Tarte au sucre;985.0000;1996-10-04 00:00:00;USA
10315;34;Sasquatch Ale;156.8000;1996-10-03 00:00:00;UK
10315;70;Outback Lager;360.0000;1996-10-03 00:00:00;UK
10316;41;Jack's New England Clam Chowder;77.0000;1996-10-08 00:00:00;USA
10316;62;Tarte au sucre;2758.0000;1996-10-08 00:00:00;USA
10317;1;Chai;288.0000;1996-10-10 00:00:00;USA
10318;41;Jack's New England Clam Chowder;154.0000;1996-10-04 00:00:00;UK
10318;76;Lakkalikööri;86.4000;1996-10-04 00:00:00;UK
10319;17;Alice Mutton;249.6000;1996-10-11 00:00:00;Mexico
10319;28;Rössle Sauerkraut;509.6000;1996-10-11 00:00:00;Mexico
10319;76;Lakkalikööri;432.0000;1996-10-11 00:00:00;Mexico
10320;71;Flotemysost;516.0000;1996-10-18 00:00:00;Finland
10321;35;Steeleye Stout;144.0000;1996-10-11 00:00:00;UK
10322;52;Filo Mix;112.0000;1996-10-23 00:00:00;Mexico
10323;15;Genen Shouyu;62.0000;1996-10-14 00:00:00;Germany
10323;25;NuNuCa Nuß-Nougat-Creme;44.8000;1996-10-14 00:00:00;Germany
10323;39;Chartreuse verte;57.6000;1996-10-14 00:00:00;Germany
10324;16;Pavlova;291.9000;1996-10-10 00:00:00;USA
10324;35;Steeleye Stout;1008.0000;1996-10-10 00:00:00;USA
10324;46;Spegesild;288.0000;1996-10-10 00:00:00;USA
10324;59;Raclette Courdavault;1760.0000;1996-10-10 00:00:00;USA
10324;63;Vegie-spread;2808.0000;1996-10-10 00:00:00;USA
10325;6;Grandma's Boysenberry Spread;120.0000;1996-10-14 00:00:00;Germany
10325;13;Konbu;57.6000;1996-10-14 00:00:00;Germany
10325;14;Tofu;167.4000;1996-10-14 00:00:00;Germany
10325;31;Gorgonzola Telino;40.0000;1996-10-14 00:00:00;Germany
10325;72;Mozzarella di Giovanni;1112.0000;1996-10-14 00:00:00;Germany
10326;4;Chef Anton's Cajun Seasoning;422.4000;1996-10-14 00:00:00;Spain
10326;57;Ravioli Angelo;249.6000;1996-10-14 00:00:00;Spain
10326;75;Rhönbräu Klosterbier;310.0000;1996-10-14 00:00:00;Spain
10327;2;Chang;380.0000;1996-10-14 00:00:00;Sweden
10327;11;Queso Cabrales;840.0000;1996-10-14 00:00:00;Sweden
10327;30;Nord-Ost Matjeshering;724.5000;1996-10-14 00:00:00;Sweden
10327;58;Escargots de Bourgogne;318.0000;1996-10-14 00:00:00;Sweden
10328;59;Raclette Courdavault;396.0000;1996-10-17 00:00:00;Portugal
10328;65;Louisiana Fiery Hot Pepper Sauce;672.0000;1996-10-17 00:00:00;Portugal
10328;68;Scottish Longbreads;100.0000;1996-10-17 00:00:00;Portugal
10329;19;Teatime Chocolate Biscuits;73.0000;1996-10-23 00:00:00;USA
10329;30;Nord-Ost Matjeshering;165.6000;1996-10-23 00:00:00;USA
10329;38;Côte de Blaye;4216.0000;1996-10-23 00:00:00;USA
10329;56;Gnocchi di nonna Alice;364.8000;1996-10-23 00:00:00;USA
10330;26;Gumbär Gummibärchen;1245.0000;1996-10-28 00:00:00;Venezuela
10330;72;Mozzarella di Giovanni;695.0000;1996-10-28 00:00:00;Venezuela
10331;54;Tourtiere;88.5000;1996-10-21 00:00:00;France
10332;18;Carnarvon Tigers;2000.0000;1996-10-21 00:00:00;Canada
10332;42;Singaporean Hokkien Fried Mee;112.0000;1996-10-21 00:00:00;Canada
10332;47;Zaanse koeken;121.6000;1996-10-21 00:00:00;Canada
10333;14;Tofu;186.0000;1996-10-25 00:00:00;Finland
10333;21;Sir Rodney's Scones;80.0000;1996-10-25 00:00:00;Finland
10333;71;Flotemysost;688.0000;1996-10-25 00:00:00;Finland
10334;52;Filo Mix;44.8000;1996-10-28 00:00:00;France
10334;68;Scottish Longbreads;100.0000;1996-10-28 00:00:00;France
10335;2;Chang;106.4000;1996-10-24 00:00:00;Ireland
10335;31;Gorgonzola Telino;250.0000;1996-10-24 00:00:00;Ireland
10335;32;Mascarpone Fabioli;153.6000;1996-10-24 00:00:00;Ireland
10335;51;Manjimup Dried Apples;2035.2000;1996-10-24 00:00:00;Ireland
10336;4;Chef Anton's Cajun Seasoning;316.8000;1996-10-25 00:00:00;Portugal
10337;23;Tunnbröd;288.0000;1996-10-29 00:00:00;Germany
10337;26;Gumbär Gummibärchen;597.6000;1996-10-29 00:00:00;Germany
10337;36;Inlagd Sill;304.0000;1996-10-29 00:00:00;Germany
10337;37;Gravad lax;582.4000;1996-10-29 00:00:00;Germany
10337;72;Mozzarella di Giovanni;695.0000;1996-10-29 00:00:00;Germany
10338;17;Alice Mutton;624.0000;1996-10-29 00:00:00;USA
10338;30;Nord-Ost Matjeshering;310.5000;1996-10-29 00:00:00;USA
10339;4;Chef Anton's Cajun Seasoning;176.0000;1996-11-04 00:00:00;Canada
10339;17;Alice Mutton;2184.0000;1996-11-04 00:00:00;Canada
10339;62;Tarte au sucre;1103.2000;1996-11-04 00:00:00;Canada
10340;18;Carnarvon Tigers;1000.0000;1996-11-08 00:00:00;France
10340;41;Jack's New England Clam Chowder;92.4000;1996-11-08 00:00:00;France
10340;43;Ipoh Coffee;1472.0000;1996-11-08 00:00:00;France
10341;33;Geitost;16.0000;1996-11-05 00:00:00;Denmark
10341;59;Raclette Courdavault;396.0000;1996-11-05 00:00:00;Denmark
10342;2;Chang;364.8000;1996-11-04 00:00:00;Germany
10342;31;Gorgonzola Telino;560.0000;1996-11-04 00:00:00;Germany
10342;36;Inlagd Sill;608.0000;1996-11-04 00:00:00;Germany
10342;55;Pâté chinois;768.0000;1996-11-04 00:00:00;Germany
10343;64;Wimmers gute Semmelknödel;1330.0000;1996-11-06 00:00:00;Germany
10343;68;Scottish Longbreads;40.0000;1996-11-06 00:00:00;Germany
10343;76;Lakkalikööri;216.0000;1996-11-06 00:00:00;Germany
10344;4;Chef Anton's Cajun Seasoning;616.0000;1996-11-05 00:00:00;USA
10344;8;Northwoods Cranberry Sauce;2240.0000;1996-11-05 00:00:00;USA
10345;8;Northwoods Cranberry Sauce;2240.0000;1996-11-11 00:00:00;Germany
10345;19;Teatime Chocolate Biscuits;584.0000;1996-11-11 00:00:00;Germany
10345;42;Singaporean Hokkien Fried Mee;100.8000;1996-11-11 00:00:00;Germany
10346;17;Alice Mutton;1123.2000;1996-11-08 00:00:00;USA
10346;56;Gnocchi di nonna Alice;608.0000;1996-11-08 00:00:00;USA
10347;25;NuNuCa Nuß-Nougat-Creme;112.0000;1996-11-08 00:00:00;Brazil
10347;39;Chartreuse verte;720.0000;1996-11-08 00:00:00;Brazil
10347;40;Boston Crab Meat;58.8000;1996-11-08 00:00:00;Brazil
10347;75;Rhönbräu Klosterbier;37.2000;1996-11-08 00:00:00;Brazil
10348;1;Chai;216.0000;1996-11-15 00:00:00;Germany
10348;23;Tunnbröd;180.0000;1996-11-15 00:00:00;Germany
10349;54;Tourtiere;141.6000;1996-11-15 00:00:00;USA
10350;50;Valkoinen suklaa;195.0000;1996-12-03 00:00:00;France
10350;69;Gudbrandsdalsost;518.4000;1996-12-03 00:00:00;France
10351;38;Côte de Blaye;4216.0000;1996-11-20 00:00:00;Austria
10351;41;Jack's New England Clam Chowder;100.1000;1996-11-20 00:00:00;Austria
10351;44;Gula Malacca;1193.5000;1996-11-20 00:00:00;Austria
10351;65;Louisiana Fiery Hot Pepper Sauce;168.0000;1996-11-20 00:00:00;Austria
10352;24;Guaraná Fantástica;36.0000;1996-11-18 00:00:00;Portugal
10352;54;Tourtiere;118.0000;1996-11-18 00:00:00;Portugal
10353;11;Queso Cabrales;201.6000;1996-11-25 00:00:00;Austria
10353;38;Côte de Blaye;10540.0000;1996-11-25 00:00:00;Austria
10354;1;Chai;172.8000;1996-11-20 00:00:00;Mexico
10354;29;Thüringer Rostbratwurst;396.0000;1996-11-20 00:00:00;Mexico
10355;24;Guaraná Fantástica;90.0000;1996-11-20 00:00:00;UK
10355;57;Ravioli Angelo;390.0000;1996-11-20 00:00:00;UK
10356;31;Gorgonzola Telino;300.0000;1996-11-27 00:00:00;Germany
10356;55;Pâté chinois;230.4000;1996-11-27 00:00:00;Germany
10356;69;Gudbrandsdalsost;576.0000;1996-11-27 00:00:00;Germany
10357;10;Ikura;744.0000;1996-12-02 00:00:00;Venezuela
10357;26;Gumbär Gummibärchen;398.4000;1996-12-02 00:00:00;Venezuela
10357;60;Camembert Pierrot;217.6000;1996-12-02 00:00:00;Venezuela
10358;24;Guaraná Fantástica;36.0000;1996-11-27 00:00:00;France
10358;34;Sasquatch Ale;112.0000;1996-11-27 00:00:00;France
10358;36;Inlagd Sill;304.0000;1996-11-27 00:00:00;France
10359;16;Pavlova;778.4000;1996-11-26 00:00:00;UK
10359;31;Gorgonzola Telino;700.0000;1996-11-26 00:00:00;UK
10359;60;Camembert Pierrot;2176.0000;1996-11-26 00:00:00;UK
10360;28;Rössle Sauerkraut;1092.0000;1996-12-02 00:00:00;France
10360;29;Thüringer Rostbratwurst;3465.0000;1996-12-02 00:00:00;France
10360;38;Côte de Blaye;2108.0000;1996-12-02 00:00:00;France
10360;49;Maxilaku;560.0000;1996-12-02 00:00:00;France
10360;54;Tourtiere;165.2000;1996-12-02 00:00:00;France
10361;39;Chartreuse verte;777.6000;1996-12-03 00:00:00;Germany
10361;60;Camembert Pierrot;1496.0000;1996-12-03 00:00:00;Germany
10362;25;NuNuCa Nuß-Nougat-Creme;560.0000;1996-11-28 00:00:00;France
10362;51;Manjimup Dried Apples;848.0000;1996-11-28 00:00:00;France
10362;54;Tourtiere;141.6000;1996-11-28 00:00:00;France
10363;31;Gorgonzola Telino;200.0000;1996-12-04 00:00:00;Germany
10363;75;Rhönbräu Klosterbier;74.4000;1996-12-04 00:00:00;Germany
10363;76;Lakkalikööri;172.8000;1996-12-04 00:00:00;Germany
10364;69;Gudbrandsdalsost;864.0000;1996-12-04 00:00:00;UK
10364;71;Flotemysost;86.0000;1996-12-04 00:00:00;UK
10365;11;Queso Cabrales;403.2000;1996-12-02 00:00:00;Mexico
10366;65;Louisiana Fiery Hot Pepper Sauce;84.0000;1996-12-30 00:00:00;Spain
10366;77;Original Frankfurter grüne Soße;52.0000;1996-12-30 00:00:00;Spain
10367;34;Sasquatch Ale;403.2000;1996-12-02 00:00:00;Denmark
10367;54;Tourtiere;106.2000;1996-12-02 00:00:00;Denmark
10367;65;Louisiana Fiery Hot Pepper Sauce;252.0000;1996-12-02 00:00:00;Denmark
10367;77;Original Frankfurter grüne Soße;72.8000;1996-12-02 00:00:00;Denmark
10368;21;Sir Rodney's Scones;40.0000;1996-12-02 00:00:00;Austria
10368;28;Rössle Sauerkraut;473.2000;1996-12-02 00:00:00;Austria
10368;57;Ravioli Angelo;390.0000;1996-12-02 00:00:00;Austria
10368;64;Wimmers gute Semmelknödel;931.0000;1996-12-02 00:00:00;Austria
10369;29;Thüringer Rostbratwurst;1980.0000;1996-12-09 00:00:00;USA
10369;56;Gnocchi di nonna Alice;547.2000;1996-12-09 00:00:00;USA
10370;1;Chai;216.0000;1996-12-27 00:00:00;Switzerland
10370;64;Wimmers gute Semmelknödel;798.0000;1996-12-27 00:00:00;Switzerland
10370;74;Longlife Tofu;160.0000;1996-12-27 00:00:00;Switzerland
10371;36;Inlagd Sill;91.2000;1996-12-24 00:00:00;France
10372;20;Sir Rodney's Marmalade;777.6000;1996-12-09 00:00:00;Brazil
10372;38;Côte de Blaye;8432.0000;1996-12-09 00:00:00;Brazil
10372;60;Camembert Pierrot;1904.0000;1996-12-09 00:00:00;Brazil
10372;72;Mozzarella di Giovanni;1167.6000;1996-12-09 00:00:00;Brazil
10373;58;Escargots de Bourgogne;848.0000;1996-12-11 00:00:00;Ireland
10373;71;Flotemysost;860.0000;1996-12-11 00:00:00;Ireland
10374;31;Gorgonzola Telino;300.0000;1996-12-09 00:00:00;Poland
10374;58;Escargots de Bourgogne;159.0000;1996-12-09 00:00:00;Poland
10375;14;Tofu;279.0000;1996-12-09 00:00:00;USA
10375;54;Tourtiere;59.0000;1996-12-09 00:00:00;USA
10376;31;Gorgonzola Telino;420.0000;1996-12-13 00:00:00;Canada
10377;28;Rössle Sauerkraut;728.0000;1996-12-13 00:00:00;UK
10377;39;Chartreuse verte;288.0000;1996-12-13 00:00:00;UK
10378;71;Flotemysost;103.2000;1996-12-19 00:00:00;Sweden
10379;41;Jack's New England Clam Chowder;61.6000;1996-12-13 00:00:00;Brazil
10379;63;Vegie-spread;561.6000;1996-12-13 00:00:00;Brazil
10379;65;Louisiana Fiery Hot Pepper Sauce;336.0000;1996-12-13 00:00:00;Brazil
10380;30;Nord-Ost Matjeshering;372.6000;1997-01-16 00:00:00;Ireland
10380;53;Perth Pasties;524.0000;1997-01-16 00:00:00;Ireland
10380;60;Camembert Pierrot;163.2000;1997-01-16 00:00:00;Ireland
10380;70;Outback Lager;360.0000;1997-01-16 00:00:00;Ireland
10381;74;Longlife Tofu;112.0000;1996-12-13 00:00:00;Venezuela
10382;5;Chef Anton's Gumbo Mix;544.0000;1996-12-16 00:00:00;Austria
10382;18;Carnarvon Tigers;450.0000;1996-12-16 00:00:00;Austria
10382;29;Thüringer Rostbratwurst;1386.0000;1996-12-16 00:00:00;Austria
10382;33;Geitost;120.0000;1996-12-16 00:00:00;Austria
10382;74;Longlife Tofu;400.0000;1996-12-16 00:00:00;Austria
10383;13;Konbu;96.0000;1996-12-18 00:00:00;UK
10383;50;Valkoinen suklaa;195.0000;1996-12-18 00:00:00;UK
10383;56;Gnocchi di nonna Alice;608.0000;1996-12-18 00:00:00;UK
10384;20;Sir Rodney's Marmalade;1814.4000;1996-12-20 00:00:00;Sweden
10384;60;Camembert Pierrot;408.0000;1996-12-20 00:00:00;Sweden
10385;7;Uncle Bob's Organic Dried Pears;240.0000;1996-12-23 00:00:00;USA
10385;60;Camembert Pierrot;544.0000;1996-12-23 00:00:00;USA
10385;68;Scottish Longbreads;80.0000;1996-12-23 00:00:00;USA
10386;24;Guaraná Fantástica;54.0000;1996-12-25 00:00:00;Brazil
10386;34;Sasquatch Ale;112.0000;1996-12-25 00:00:00;Brazil
10387;24;Guaraná Fantástica;54.0000;1996-12-20 00:00:00;Norway
10387;28;Rössle Sauerkraut;218.4000;1996-12-20 00:00:00;Norway
10387;59;Raclette Courdavault;528.0000;1996-12-20 00:00:00;Norway
10387;71;Flotemysost;258.0000;1996-12-20 00:00:00;Norway
